ANO,SEMANA_DO_ANO,AEROLANDIA,AEROPORTO,ALDEOTA,ALTO DA BALANCA,ALVARO WEYNE,AMADEU FURTADO,ANCURI,ANTONIO BEZERRA,ARRAIAL MOURA BRASIL,AUTRAN NUNES,BARRA DO CEARA,BARROSO,BELA VISTA,BENFICA,BOM FUTURO,BOM JARDIM,BONSUCESSO,CAIS DO PORTO,CAJAZEIRAS,CAMBEBA,CANINDEZINHO,CARLITO PAMPLONA,CASTELAO,CENTRO,CIDADE 2000,CIDADE DOS FUNCIONARIOS,COACU,COCO,CONJUNTO CEARA I,CONJUNTO CEARA II,CONJUNTO ESPERANCA,CONJUNTO PALMEIRAS,COUTO FERNANDES,CRISTO REDENTOR,CURIO,DAMAS,DE LOURDES,DEMOCRITO ROCHA,DENDE,DIAS MACEDO,DIONISIO TORRES,DOM LUSTOSA,EDSON QUEIROZ,ENGENHEIRO LUCIANO CAVALCANTE,FARIAS BRITO,FATIMA,FLORESTA,GENIBAU,GRANJA LISBOA,GRANJA PORTUGAL,GUAJERU,GUARARAPES,HENRIQUE JORGE,ITAOCA,ITAPERI,JACARECANGA,JANGURUSSU,JARDIM AMERICA,JARDIM CEARENSE,JARDIM DAS OLIVEIRAS,JARDIM GUANABARA,JARDIM IRACEMA,JOAO XXIII,JOAQUIM TAVORA,JOQUEI CLUB,JOSE BONIFACIO,JOSE DE ALENCAR,LAGOA REDONDA,LAGOA SAPIRANGA,MANOEL SATIRO,MANUEL DIAS BRANCO,MARAPONGA,MEIRELES,MESSEJANA,MONDUBIM,MONTE CASTELO,MONTESE,MUCURIPE,PADRE ANDRADE,PAPICU,PARANGABA,PARQUE ARAXA,PARQUE DOIS IRMAOS,PARQUE IRACEMA,PARQUE MANIBURA,PARQUE PRESIDENTE VARGAS,PARQUE SANTA ROSA,PARQUE SAO JOSE,PARQUELANDIA,PARREAO,PASSARE,PAUPINA,PEDRAS,PICI,PIRAMBU,PLANALTO AYRTON SENNA,PRAIA DE IRACEMA,PRAIA DO FUTURO I,PRAIA DO FUTURO II,PREFEITO JOSE WALTER,PRESIDENTE KENNEDY,QUINTINO CUNHA,RODOLFO TEOFILO,SABIAGUABA,SALINAS,SAO BENTO,SAO JOAO DO TAUAPE,SERRINHA,SIQUEIRA,VARJOTA,VICENTE PINZON,VILA ELLERY,VILA PERY,VILA UNIAO,VILA VELHA,ALAGADICO,GENTILANDIA,MATA GALINHA,PAN-AMERICANO,DATA
2012,5,4,0,0,0,2,0,0,12,0,0,5,3,0,1,0,4,0,0,4,0,3,1,0,4,0,0,0,0,0,2,1,1,0,5,1,0,0,1,0,0,1,1,0,0,0,1,0,8,0,3,0,0,9,0,1,3,2,0,0,0,1,0,7,1,0,1,0,2,0,0,0,3,1,5,1,4,3,0,1,1,1,1,2,0,1,0,2,2,3,0,1,0,0,1,1,1,0,1,0,1,1,3,1,2,0,0,2,3,2,0,0,2,0,1,1,0.0,0.0,0.0,0.0,2012-02-05
2012,6,0,0,1,0,4,0,3,16,0,3,5,5,0,0,0,13,4,2,0,1,3,1,0,2,0,0,0,0,4,1,0,0,1,7,0,0,0,1,0,0,1,0,2,1,2,0,0,3,3,2,0,0,15,0,0,1,2,4,0,3,2,4,3,0,0,0,0,3,0,1,1,3,1,3,3,3,5,0,0,0,4,1,2,0,0,0,1,1,1,0,3,0,0,7,1,0,0,0,0,0,2,2,5,0,0,0,1,2,0,0,1,2,2,2,1,0.0,0.0,0.0,0.0,2012-02-12
2012,7,2,0,0,0,7,0,0,11,0,2,11,2,2,0,1,5,4,0,1,0,5,5,0,0,0,0,0,0,3,4,0,3,1,5,1,1,0,0,0,2,0,0,0,1,0,2,1,5,2,9,0,0,3,1,1,2,4,1,0,1,1,7,5,4,1,0,0,4,0,4,0,1,1,5,6,4,4,1,0,0,8,1,2,0,0,0,1,2,4,0,0,0,0,5,1,0,0,0,0,2,0,9,1,0,0,0,1,2,1,0,1,6,0,0,3,0.0,0.0,0.0,0.0,2012-02-19
2012,8,5,0,0,0,6,1,0,20,0,1,12,7,2,3,0,9,6,0,0,0,3,3,1,2,0,1,0,0,3,3,0,1,0,5,3,0,0,0,0,0,0,0,1,1,0,1,1,5,2,2,0,0,6,0,0,3,1,0,0,0,2,6,8,2,1,1,0,1,0,1,0,1,2,4,2,2,4,1,2,1,3,0,0,0,0,0,3,1,3,0,1,0,0,3,0,0,1,2,0,0,3,9,5,0,0,0,2,3,3,0,0,3,1,1,1,0.0,0.0,0.0,0.0,2012-02-26
2012,9,2,0,1,0,13,0,0,23,0,4,15,11,0,0,0,4,16,1,1,1,4,4,3,4,0,3,0,0,4,4,1,3,0,7,5,1,0,2,0,0,2,0,1,1,1,1,0,7,4,3,0,0,6,0,2,5,3,1,0,2,0,14,13,3,0,1,0,4,0,3,0,5,2,16,5,1,3,1,2,1,2,1,4,0,0,0,7,4,9,0,1,1,0,4,2,2,0,2,0,1,5,12,5,1,0,0,4,3,1,1,6,6,1,4,3,0.0,0.0,0.0,0.0,2012-03-04
2012,10,2,0,4,0,4,0,2,25,0,5,12,17,2,3,2,13,6,0,0,1,7,5,5,6,1,3,1,0,5,1,3,4,1,5,4,3,0,2,0,3,2,2,4,1,1,1,1,8,5,14,0,0,13,2,2,1,6,2,0,7,7,12,8,3,3,0,0,3,0,4,0,1,1,12,5,0,11,1,1,5,6,1,4,0,0,0,0,3,4,0,3,2,0,6,0,2,2,1,3,2,6,5,2,1,0,0,10,3,1,2,2,7,5,1,3,0.0,0.0,0.0,0.0,2012-03-11
2012,11,9,0,5,0,15,0,3,44,0,3,22,18,3,2,0,19,20,3,1,0,9,11,5,8,1,4,0,1,5,17,2,5,1,6,3,4,0,6,0,1,0,1,6,0,4,2,1,10,7,10,0,1,15,2,3,3,15,8,0,18,9,12,13,13,2,1,1,4,0,6,0,10,8,25,7,6,15,0,5,1,8,2,1,0,0,1,2,3,3,0,8,1,1,8,1,1,3,5,1,4,22,14,4,0,0,0,18,8,1,3,4,4,3,8,4,0.0,0.0,0.0,0.0,2012-03-18
2012,12,10,0,2,0,14,0,3,29,0,6,21,17,3,4,2,13,21,14,8,0,5,5,3,7,1,5,0,1,15,15,3,9,2,4,4,4,0,3,0,0,4,2,7,3,2,2,1,15,2,9,0,1,22,6,3,5,11,2,2,23,13,10,20,7,2,3,0,3,0,3,0,5,2,19,6,6,18,5,1,2,12,2,0,0,0,0,4,10,9,0,1,1,0,10,0,0,2,1,2,5,21,10,6,2,0,0,18,10,3,1,15,4,5,8,3,0.0,0.0,0.0,0.0,2012-03-25
2012,13,9,0,9,2,32,0,2,34,0,5,21,22,7,5,0,19,19,4,4,0,17,8,5,6,0,5,0,0,15,9,4,5,1,2,1,2,0,6,0,4,5,1,8,3,3,3,1,15,4,17,0,0,24,4,3,4,19,4,0,25,13,21,24,11,1,2,0,10,0,5,1,3,5,17,8,5,32,0,3,7,23,0,1,0,1,0,7,5,10,2,5,2,0,10,2,2,0,3,0,12,18,15,3,0,1,0,42,7,1,1,12,12,5,7,7,0.0,0.0,0.0,0.0,2012-04-01
2012,14,23,0,2,0,17,0,11,16,1,3,33,20,5,8,2,20,10,3,8,0,4,5,1,9,0,5,0,2,8,3,3,5,1,5,5,5,0,1,0,1,1,1,6,2,5,5,1,4,2,3,0,0,20,4,3,1,14,7,0,11,5,10,26,12,7,1,1,16,0,10,0,6,3,18,12,11,33,5,0,2,16,3,0,1,0,5,6,8,14,0,7,3,0,9,1,5,2,0,0,7,20,10,8,0,0,0,21,5,0,0,10,12,10,7,13,0.0,0.0,0.0,0.0,2012-04-08
2012,15,26,0,6,0,39,0,10,23,0,4,32,20,5,8,3,23,12,0,7,2,6,3,13,13,0,8,0,0,20,9,6,11,4,4,5,5,0,4,0,1,4,1,4,9,3,4,2,10,9,7,0,0,14,7,6,5,28,11,0,28,14,18,25,19,4,2,1,9,1,12,0,10,8,44,27,17,25,17,3,3,16,2,3,0,2,1,3,10,12,1,7,3,6,12,5,7,2,3,0,19,19,21,17,2,1,0,38,17,6,4,10,13,8,8,5,0.0,0.0,0.0,0.0,2012-04-15
2012,16,35,2,20,1,67,2,23,28,0,2,38,51,8,19,3,30,18,4,12,2,6,7,12,22,0,9,1,4,20,7,7,18,2,5,12,8,0,4,0,5,3,4,12,8,7,10,0,14,5,6,0,0,22,3,7,3,78,6,1,34,17,39,13,27,7,3,3,32,0,15,0,16,10,60,34,11,65,9,5,11,28,18,4,0,0,2,5,11,20,0,22,3,2,12,6,18,3,5,0,52,17,18,34,0,0,0,51,21,5,1,19,17,9,13,4,0.0,0.0,0.0,0.0,2012-04-22
2012,17,42,0,25,1,81,1,24,37,0,4,70,63,17,42,1,50,46,10,23,9,17,20,17,56,3,21,0,3,43,6,21,39,4,18,43,16,0,8,0,16,7,1,43,14,19,21,2,18,5,23,0,0,34,22,20,9,94,18,1,22,24,63,45,48,27,8,8,43,7,36,0,41,9,89,87,18,95,20,7,11,42,27,7,0,5,2,21,25,40,0,29,9,4,27,22,19,8,7,14,95,22,21,48,2,0,0,101,34,8,5,24,23,16,27,10,0.0,0.0,0.0,0.0,2012-04-29
2012,18,88,0,30,2,70,2,8,45,0,6,81,87,29,16,0,60,60,14,16,4,17,15,21,54,3,25,0,3,41,36,15,31,5,12,42,8,0,11,0,11,6,3,64,38,12,18,2,39,16,27,0,2,20,22,23,24,104,23,0,78,92,47,52,56,26,7,8,44,7,58,1,38,9,118,114,17,80,10,10,14,31,32,9,3,4,8,20,33,40,0,44,8,2,40,5,23,9,10,3,75,26,37,61,5,0,0,139,60,18,2,29,9,19,53,11,0.0,0.0,0.0,0.0,2012-05-06
2012,19,147,3,38,4,72,7,16,50,2,21,128,118,29,25,3,117,62,11,13,5,13,18,50,72,6,73,2,3,81,38,27,70,5,27,41,14,0,22,0,38,8,2,140,51,26,17,1,76,12,46,0,0,40,35,74,33,171,58,6,95,110,57,61,76,41,5,14,84,10,58,0,96,6,201,160,31,99,30,18,17,68,69,27,5,8,10,29,45,80,2,53,18,2,47,14,48,15,18,12,120,22,67,123,4,0,1,164,98,22,17,39,15,33,113,21,0.0,0.0,0.0,0.0,2012-05-13
2012,20,197,1,56,12,48,9,19,46,2,32,111,136,78,30,4,126,51,28,15,5,16,13,54,64,3,48,1,5,126,30,44,101,6,36,56,14,0,29,0,45,18,2,171,73,16,29,4,74,11,55,0,1,75,20,72,43,206,54,5,150,111,58,75,69,48,10,14,82,10,106,0,121,11,145,235,20,106,25,20,23,70,64,24,2,6,12,27,49,69,3,80,62,3,59,22,65,12,20,19,110,32,83,118,9,1,0,179,118,17,7,47,12,37,105,36,0.0,0.0,0.0,0.0,2012-05-20
2012,21,155,0,33,14,36,3,13,41,1,35,83,94,47,20,2,117,38,15,9,8,9,14,51,39,6,26,2,4,105,4,48,82,11,19,77,15,0,23,0,38,12,4,107,53,7,20,3,84,17,27,0,2,58,29,70,21,152,33,0,61,100,45,53,46,24,4,6,78,6,79,1,82,17,82,211,19,65,20,26,16,49,56,25,1,3,10,19,30,39,1,65,31,2,53,12,81,7,26,10,124,19,51,72,6,1,0,122,115,5,11,45,8,30,63,43,0.0,0.0,0.0,0.0,2012-05-27
2012,22,80,2,29,3,17,5,23,17,0,13,28,70,35,7,1,58,20,6,2,4,23,6,28,18,8,19,1,10,50,5,23,71,11,18,38,5,0,10,0,39,6,3,40,27,0,8,1,52,11,29,0,0,32,14,50,10,44,12,0,61,38,32,33,29,19,3,10,32,5,46,0,43,7,77,135,14,37,8,36,12,32,12,13,2,4,11,9,29,35,2,40,43,0,22,9,60,4,36,4,70,9,17,33,4,0,0,94,78,9,5,26,1,14,65,22,0.0,0.0,0.0,0.0,2012-06-03
2012,23,66,0,16,1,13,1,2,21,1,4,28,51,12,6,2,30,19,4,6,1,11,5,14,17,7,10,0,3,20,13,25,30,7,1,29,6,0,2,0,8,4,1,23,20,1,11,0,35,7,20,0,0,10,8,31,7,43,7,0,52,18,15,22,16,11,2,5,30,3,24,0,40,7,54,105,2,18,5,34,4,14,8,8,3,3,12,14,14,19,0,43,21,3,22,4,42,1,34,1,71,5,14,28,3,0,0,60,53,8,1,17,2,8,30,12,0.0,0.0,0.0,0.0,2012-06-10
2012,24,51,0,15,3,16,0,5,23,0,4,17,32,19,5,0,25,8,11,6,3,14,4,15,15,4,7,1,0,16,4,12,26,4,6,25,3,0,6,0,10,2,1,16,12,2,5,0,10,2,12,0,0,7,2,20,6,42,4,0,25,14,14,20,7,3,1,10,28,4,15,0,20,5,32,88,7,10,1,16,5,13,0,10,0,0,10,12,14,3,0,31,12,0,16,2,31,2,16,3,45,6,17,18,3,1,1,46,19,6,2,18,3,9,17,10,0.0,0.0,0.0,0.0,2012-06-17
2012,25,24,0,7,2,9,1,2,4,1,1,7,16,11,3,1,22,5,8,6,1,8,0,11,7,1,5,0,2,12,1,18,14,0,1,23,3,0,5,0,2,1,0,8,5,0,4,0,13,2,8,0,0,5,2,17,2,24,3,0,19,10,5,3,6,3,0,0,15,5,17,0,22,3,34,48,5,4,1,14,9,11,2,5,0,0,1,3,7,7,0,20,10,0,11,0,14,0,14,0,26,1,12,8,2,0,0,43,16,4,0,15,0,6,5,3,0.0,0.0,0.0,0.0,2012-06-24
2012,26,9,0,7,1,2,2,2,6,0,0,2,18,2,2,1,16,6,5,0,1,3,1,8,7,2,3,0,0,7,1,4,17,0,1,15,1,0,3,0,0,5,0,3,12,0,1,0,7,2,8,0,0,6,0,9,1,12,2,0,14,7,1,3,7,1,2,3,11,1,8,0,9,0,17,21,2,3,1,12,3,5,0,3,0,0,0,6,4,6,0,6,6,0,4,0,13,2,12,1,20,1,4,9,1,0,0,22,11,4,0,7,2,4,6,3,0.0,0.0,0.0,0.0,2012-07-01
2012,27,2,0,5,0,0,0,1,0,0,2,0,7,3,0,0,5,4,1,3,1,3,1,3,4,0,0,0,0,5,0,9,13,0,0,5,2,0,0,0,5,0,0,5,1,0,1,0,10,0,7,0,0,2,1,12,2,15,0,0,9,4,0,2,2,1,0,1,9,3,8,1,4,1,8,16,0,6,0,0,6,3,0,3,0,0,0,1,2,2,0,8,0,0,6,0,12,2,0,1,9,0,0,6,1,0,0,11,2,1,0,6,0,2,13,1,0.0,0.0,0.0,0.0,2012-07-08
2012,28,3,0,3,0,0,0,2,1,0,0,3,9,5,2,0,1,3,1,0,1,1,0,7,0,0,1,0,0,4,0,7,3,0,0,5,1,0,1,0,1,1,0,2,1,0,0,0,1,0,3,0,0,1,0,3,0,11,1,0,7,1,1,2,2,1,0,0,4,0,4,0,0,0,11,18,1,4,0,2,0,6,0,3,0,1,4,2,3,3,0,6,2,0,3,0,7,1,2,0,13,1,0,3,2,0,0,3,3,5,0,4,0,1,9,0,0.0,0.0,0.0,0.0,2012-07-15
2012,29,2,0,0,0,0,0,0,1,0,0,3,8,4,0,0,5,3,1,1,0,3,2,6,0,0,1,0,1,0,0,1,5,2,0,7,0,0,1,0,3,1,0,3,0,0,2,0,3,0,0,0,0,0,1,1,0,5,0,0,5,0,0,0,0,1,1,1,0,0,3,1,0,1,11,13,1,0,0,3,1,1,0,5,0,0,1,0,2,1,0,4,0,1,1,0,4,0,3,0,3,0,0,3,1,0,0,3,2,0,1,2,0,1,7,0,0.0,0.0,0.0,0.0,2012-07-22
2012,30,1,1,3,0,2,0,0,0,0,0,0,2,2,3,0,7,1,0,5,0,4,0,4,1,0,0,0,0,0,0,3,5,0,0,4,0,0,2,0,2,1,0,4,0,0,2,0,0,0,2,0,0,0,0,4,0,14,0,0,4,0,0,3,0,0,0,0,4,0,5,0,2,0,7,16,0,1,1,1,0,1,0,1,0,1,2,0,1,1,0,6,1,0,1,0,9,0,1,0,23,0,2,2,1,0,0,0,7,1,0,1,0,2,6,0,0.0,0.0,0.0,0.0,2012-07-29
2012,31,1,0,3,0,0,0,1,4,0,0,1,5,4,0,0,7,3,0,0,1,2,1,3,0,0,1,0,0,0,1,1,3,0,2,2,1,0,2,0,0,0,0,3,0,0,0,0,2,1,3,0,0,3,0,2,1,11,2,0,0,1,0,3,0,2,0,1,1,1,2,0,4,0,7,6,0,4,0,0,0,4,0,1,0,0,0,2,2,0,0,2,1,0,4,0,6,1,0,1,1,1,0,3,0,0,0,0,13,0,0,1,1,2,4,0,0.0,0.0,0.0,0.0,2012-08-05
2012,32,2,1,0,0,1,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,2,0,2,1,1,0,0,1,0,0,1,2,0,1,2,1,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,7,0,0,2,0,0,0,0,1,0,0,2,0,4,0,3,1,8,4,0,4,0,1,1,4,1,1,0,0,0,1,1,0,0,2,1,1,1,0,5,0,1,1,2,0,0,0,0,0,0,6,3,1,0,0,0,0,4,0,0.0,0.0,0.0,0.0,2012-08-12
2012,33,1,0,1,0,1,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,7,0,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,2,1,3,0,0,1,1,0,1,0,0,0,0,1,0,3,0,1,0,6,5,0,2,0,1,0,5,1,0,0,0,1,0,0,0,0,1,0,0,4,0,1,0,1,1,3,1,0,2,0,0,0,1,3,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,2012-08-19
2012,34,1,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,11,0,0,1,0,1,2,0,0,0,0,3,1,0,0,0,0,4,3,0,2,0,0,1,0,0,0,0,1,0,1,1,1,0,3,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,2,2,0,0.0,0.0,0.0,0.0,2012-08-26
2012,35,0,0,0,0,0,0,1,0,0,1,0,5,1,1,0,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,6,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,2012-09-02
2012,36,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2012-09-09
2012,37,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,1,3,0,6,0,0,1,0,0,2,0,1,0,0,2,0,1,0,1,0,4,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,2012-09-16
2012,38,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,2012-09-23
2012,39,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,4,2,0,4,0,0,0,2,0,1,0,0,0,0,2,0,0,4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,2,1,2,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2012-09-30
2012,40,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2012-10-07
2012,41,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,2,0,1,1,0,0,0,1,1,0,2,0,3,0,3,2,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2012-10-14
2012,42,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,1,0,0,0,2,2,0,0,3,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,1,1,0,0.0,0.0,0.0,0.0,2012-10-21
2012,43,0,0,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2012-10-28
2012,44,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2012-11-04
2012,45,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,2012-11-11
2012,46,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2012-11-18
2012,47,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,1,2,0,1,0,0,0,0,1,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2012-11-25
2012,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2012-12-02
2012,49,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0.0,0.0,0.0,0.0,2012-12-09
2012,50,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2012-12-16
2012,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2012-12-23
2012,52,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2012-12-30
2013,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,3,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0.0,0.0,0.0,0.0,2013-12-31
