ANO,SEMANA_DO_ANO,AEROLANDIA,AEROPORTO,ALDEOTA,ALTO DA BALANCA,ALVARO WEYNE,AMADEU FURTADO,ANCURI,ANTONIO BEZERRA,ARRAIAL MOURA BRASIL,AUTRAN NUNES,BARRA DO CEARA,BARROSO,BELA VISTA,BENFICA,BOM FUTURO,BOM JARDIM,BONSUCESSO,CAIS DO PORTO,CAJAZEIRAS,CAMBEBA,CANINDEZINHO,CARLITO PAMPLONA,CASTELAO,CENTRO,CIDADE 2000,CIDADE DOS FUNCIONARIOS,COACU,COCO,CONJUNTO CEARA I,CONJUNTO CEARA II,CONJUNTO ESPERANCA,CONJUNTO PALMEIRAS,COUTO FERNANDES,CRISTO REDENTOR,CURIO,DAMAS,DE LOURDES,DEMOCRITO ROCHA,DENDE,DIAS MACEDO,DIONISIO TORRES,DOM LUSTOSA,EDSON QUEIROZ,ENGENHEIRO LUCIANO CAVALCANTE,FARIAS BRITO,FATIMA,FLORESTA,GENIBAU,GRANJA LISBOA,GRANJA PORTUGAL,GUAJERU,GUARARAPES,HENRIQUE JORGE,ITAOCA,ITAPERI,JACARECANGA,JANGURUSSU,JARDIM AMERICA,JARDIM CEARENSE,JARDIM DAS OLIVEIRAS,JARDIM GUANABARA,JARDIM IRACEMA,JOAO XXIII,JOAQUIM TAVORA,JOQUEI CLUB,JOSE BONIFACIO,JOSE DE ALENCAR,LAGOA REDONDA,LAGOA SAPIRANGA,MANOEL SATIRO,MANUEL DIAS BRANCO,MARAPONGA,MEIRELES,MESSEJANA,MONDUBIM,MONTE CASTELO,MONTESE,MUCURIPE,PADRE ANDRADE,PAPICU,PARANGABA,PARQUE ARAXA,PARQUE DOIS IRMAOS,PARQUE IRACEMA,PARQUE MANIBURA,PARQUE PRESIDENTE VARGAS,PARQUE SANTA ROSA,PARQUE SAO JOSE,PARQUELANDIA,PARREAO,PASSARE,PAUPINA,PEDRAS,PICI,PIRAMBU,PLANALTO AYRTON SENNA,PRAIA DE IRACEMA,PRAIA DO FUTURO I,PRAIA DO FUTURO II,PREFEITO JOSE WALTER,PRESIDENTE KENNEDY,QUINTINO CUNHA,RODOLFO TEOFILO,SABIAGUABA,SALINAS,SAO BENTO,SAO JOAO DO TAUAPE,SERRINHA,SIQUEIRA,VARJOTA,VICENTE PINZON,VILA ELLERY,VILA PERY,VILA UNIAO,VILA VELHA,ALAGADICO,GENTILANDIA,MATA GALINHA,PAN-AMERICANO,DATA
2013,2,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2013-01-13
2013,3,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,2013-01-20
2013,4,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,6,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,2013-01-27
2013,5,2,0,0,0,0,0,0,3,0,0,1,3,0,0,0,2,2,0,0,0,5,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,6,0,0,1,0,0,0,0,1,0,2,0,1,0,1,5,0,1,0,0,1,0,0,2,0,1,2,2,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2013-02-03
2013,6,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,1,2,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2013-02-10
2013,7,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2013-02-17
2013,8,0,0,0,0,0,0,0,2,0,0,0,4,1,2,0,5,3,0,0,0,2,0,2,2,0,0,0,0,1,0,1,4,0,0,3,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,2,0,0,2,0,2,0,0,0,0,0,1,0,2,0,2,1,4,3,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,8,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,2013-02-24
2013,9,1,0,0,0,0,0,0,1,0,1,1,5,1,0,0,3,6,0,0,0,6,0,1,0,0,0,0,0,1,0,1,2,1,0,3,1,0,2,0,0,1,0,3,3,0,1,0,0,1,2,0,0,1,0,1,0,2,0,0,2,2,0,4,3,0,0,0,4,2,1,0,0,0,6,6,0,1,0,0,3,0,0,1,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,3,0,0.0,0.0,0.0,0.0,2013-03-03
2013,10,2,0,0,0,1,0,0,0,0,0,1,8,1,0,0,1,3,0,0,0,2,0,1,1,0,1,0,0,0,0,2,0,0,0,7,1,0,0,0,0,1,0,3,1,0,0,0,0,0,3,0,0,1,0,1,0,0,2,0,4,0,0,1,0,0,0,0,1,1,0,0,1,1,4,8,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,6,1,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,2,2,0,0,2,1,1,0,0.0,0.0,0.0,0.0,2013-03-10
2013,11,2,0,2,0,1,1,0,2,0,0,4,2,2,0,0,4,4,0,0,2,2,1,3,2,0,4,0,0,2,2,1,0,0,2,5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,4,0,1,0,0,1,1,1,4,0,0,0,0,3,1,2,0,1,0,12,3,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0.0,0.0,0.0,0.0,2013-03-17
2013,12,0,0,1,0,2,0,0,2,0,0,0,4,2,0,0,3,1,1,0,0,2,0,0,1,0,0,0,0,1,0,1,1,0,2,2,1,0,1,0,0,0,1,0,1,0,2,0,1,0,2,0,0,0,1,0,2,2,1,0,1,0,2,4,0,3,0,0,6,0,0,0,0,1,2,6,1,0,0,2,1,1,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1,0,2,0,2,0,4,4,2,0,0,0,0,0,0,2,0,0,1,0,0.0,0.0,0.0,0.0,2013-03-24
2013,13,0,0,1,0,1,0,0,1,0,0,2,3,0,0,0,4,1,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,4,1,1,0,0,0,0,1,0,0,1,0,1,0,2,2,0,1,1,1,3,2,0,0,1,0,2,3,0,1,0,6,2,0,1,0,6,5,1,0,1,0,0,0,0,0,4,0,0,1,0,1,0,0,1,6,1,0,0,1,1,0,0,0,1,4,0,1,4,0,2,1,2,0.0,0.0,0.0,0.0,2013-03-31
2013,14,4,0,0,0,1,0,0,3,0,0,3,15,0,1,0,7,2,0,1,0,8,0,5,0,2,0,0,0,0,1,2,2,1,0,14,0,0,0,0,0,1,0,2,0,0,0,0,1,1,3,0,0,1,2,1,1,7,1,0,1,0,1,0,1,0,0,0,5,0,0,0,1,3,16,9,1,4,1,4,1,6,0,1,0,0,0,1,0,2,0,6,0,1,1,0,3,0,4,1,3,0,1,1,1,0,0,12,4,0,0,1,0,1,2,1,0.0,0.0,0.0,0.0,2013-04-07
2013,15,5,0,5,0,3,0,0,0,0,2,0,16,1,1,0,8,2,0,3,0,14,2,2,3,3,2,0,0,1,0,1,4,1,0,7,1,0,0,0,1,0,0,3,0,0,1,0,2,3,4,0,0,2,0,0,1,3,0,0,4,3,2,5,0,1,0,1,9,2,3,0,4,3,15,4,1,2,0,6,4,3,1,0,0,0,0,2,0,1,0,1,3,1,4,2,0,1,6,1,4,1,5,7,2,0,0,5,2,0,0,1,0,1,3,4,0.0,0.0,0.0,0.0,2013-04-14
2013,16,4,0,5,0,2,0,1,2,0,1,1,13,0,2,0,17,5,0,0,0,7,1,2,1,2,1,0,1,5,0,4,5,2,0,26,1,0,2,0,1,0,0,4,2,0,1,0,7,0,3,0,0,6,1,1,1,6,0,0,5,1,0,6,4,3,1,1,12,1,5,0,2,0,15,7,1,2,1,3,0,2,1,0,0,0,0,5,4,5,0,4,5,0,3,1,1,0,3,1,0,0,2,3,2,1,0,3,7,1,0,8,0,3,3,7,0.0,0.0,0.0,0.0,2013-04-21
2013,17,8,1,4,0,1,0,1,8,0,3,6,13,2,1,0,12,5,0,3,0,15,0,4,1,4,1,0,1,1,1,2,5,2,0,10,0,0,2,0,3,0,1,3,0,0,1,0,6,0,8,0,0,6,0,2,0,3,2,0,2,3,4,2,1,0,0,0,15,1,2,0,1,0,16,7,0,3,2,11,4,5,0,1,0,0,1,2,2,5,0,2,4,0,5,0,3,2,11,1,1,2,3,9,6,0,0,4,3,0,2,7,1,0,1,6,0.0,0.0,0.0,0.0,2013-04-28
2013,18,4,0,5,0,1,0,4,10,0,1,8,6,2,1,1,11,0,0,2,0,16,1,1,3,1,0,0,0,0,0,0,1,1,2,5,1,0,3,0,0,3,0,3,0,0,0,0,2,3,3,0,0,2,1,4,2,2,1,0,2,2,2,4,3,1,0,1,6,2,3,0,3,2,10,7,1,3,0,0,4,2,0,1,0,0,4,4,1,6,0,2,2,0,3,3,5,0,0,0,5,1,3,1,0,0,0,3,5,2,2,4,0,2,0,0,0.0,0.0,0.0,0.0,2013-05-05
2013,19,7,0,2,0,3,0,2,8,0,5,2,9,3,0,0,9,10,0,1,1,16,0,2,3,1,2,0,1,0,0,2,3,0,1,4,0,0,3,0,1,0,0,0,1,0,1,0,6,0,4,0,0,2,0,3,1,6,0,0,5,2,6,5,1,2,0,2,13,0,1,0,1,0,15,11,0,3,0,0,0,4,3,0,0,1,1,5,2,5,0,4,3,1,2,0,3,0,0,0,4,2,4,4,0,0,0,1,2,1,1,4,1,0,3,6,0.0,0.0,0.0,0.0,2013-05-12
2013,20,6,0,1,0,0,1,4,2,0,0,1,6,2,1,0,4,2,0,1,0,14,0,2,2,3,2,0,1,3,1,0,1,0,0,0,2,0,3,0,0,0,0,2,1,0,0,0,5,0,3,0,0,3,0,3,3,8,0,0,6,2,1,7,2,0,0,1,5,1,3,0,4,0,14,24,0,3,1,1,3,4,3,1,0,0,5,1,0,5,0,7,7,2,3,0,3,0,1,0,2,0,4,6,1,0,0,3,6,4,0,2,0,4,2,0,0.0,0.0,0.0,0.0,2013-05-19
2013,21,0,0,4,0,3,0,7,19,0,5,3,15,4,3,0,25,4,0,1,0,16,1,4,3,0,0,0,0,2,0,4,1,0,0,6,0,0,1,0,0,0,1,4,2,1,0,0,4,0,3,0,0,5,1,1,3,9,3,0,4,1,7,10,2,0,0,2,8,1,4,0,3,0,23,18,1,4,1,1,0,5,3,0,0,1,4,3,0,5,0,9,8,1,5,0,9,0,1,0,8,3,7,11,0,0,0,5,5,5,1,1,0,1,3,5,0.0,0.0,0.0,0.0,2013-05-26
2013,22,1,0,2,0,5,0,1,5,0,1,2,11,3,2,0,12,4,0,0,0,17,0,3,2,2,1,0,1,2,1,2,0,0,0,2,1,0,6,0,2,1,0,0,2,1,3,1,4,2,3,0,0,0,1,0,3,4,1,0,2,2,5,2,1,0,0,1,3,1,4,0,6,0,4,17,0,0,1,4,0,8,6,2,0,1,1,7,1,5,0,7,1,0,3,3,5,0,4,0,9,0,2,11,1,0,0,0,6,5,0,2,0,3,3,8,0.0,0.0,0.0,0.0,2013-06-02
2013,23,4,0,1,0,3,1,2,12,0,0,7,10,1,0,0,16,6,0,0,1,13,2,2,0,0,0,1,0,2,0,6,1,2,2,6,0,0,2,0,1,0,1,2,2,1,4,1,3,2,2,0,0,2,0,4,1,7,0,0,11,3,6,4,0,7,0,1,6,4,4,0,7,0,10,14,0,3,0,2,1,2,5,3,0,0,3,5,1,3,0,5,4,3,9,0,10,1,2,1,6,1,0,19,3,0,0,3,7,1,0,0,1,1,1,11,0.0,0.0,0.0,0.0,2013-06-09
2013,24,0,0,4,0,1,1,6,6,0,1,7,10,0,0,0,21,2,0,1,0,8,4,2,3,0,0,0,0,1,0,3,2,0,6,6,0,0,1,0,3,0,0,2,4,0,1,0,3,0,6,0,0,3,1,7,2,13,1,0,2,4,2,3,1,1,0,0,10,0,2,1,6,2,5,24,2,0,0,0,0,3,4,4,1,0,1,5,2,3,0,7,3,1,7,1,19,0,0,0,9,0,7,11,1,0,0,1,3,5,0,0,0,3,4,9,0.0,0.0,0.0,0.0,2013-06-16
2013,25,1,0,6,0,1,1,0,4,0,2,5,9,1,1,0,19,2,0,0,0,14,0,3,2,1,0,0,1,0,0,7,1,0,2,12,1,0,1,0,2,1,0,2,2,0,1,0,3,2,5,0,1,3,0,1,2,6,0,0,7,2,3,7,0,2,1,1,8,0,4,0,5,1,10,30,3,4,0,1,0,2,3,0,0,0,6,3,6,7,0,6,9,2,3,0,22,0,1,0,14,1,3,13,1,1,0,2,7,6,0,2,1,4,3,8,0.0,0.0,0.0,0.0,2013-06-23
2013,26,2,0,1,0,1,0,0,12,0,1,5,13,6,1,0,18,4,0,0,1,10,2,4,2,0,0,1,0,3,0,5,7,0,4,0,1,0,1,0,1,0,0,3,4,1,1,0,8,1,5,0,0,4,0,4,3,12,0,0,3,1,1,6,1,1,0,2,3,0,10,0,3,0,13,30,1,4,0,1,3,1,3,5,0,2,2,3,3,3,0,9,2,1,7,2,20,0,1,0,13,1,3,9,0,0,0,5,0,1,0,0,0,5,4,11,0.0,0.0,0.0,0.0,2013-06-30
2013,27,0,0,2,0,0,0,0,6,0,1,4,8,1,2,1,18,4,0,2,1,7,3,11,0,0,1,0,0,2,0,7,4,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,2,4,7,0,0,5,0,5,2,19,3,0,4,2,0,3,0,2,0,1,7,0,6,0,2,1,9,15,1,4,1,1,3,2,6,3,0,0,3,3,2,5,1,11,6,0,12,1,9,1,1,0,9,0,9,4,1,0,0,3,2,1,0,0,0,4,2,3,0.0,0.0,0.0,0.0,2013-07-07
2013,28,1,0,1,0,4,0,3,2,0,2,3,4,5,1,0,13,2,0,2,3,4,1,8,2,1,3,0,1,3,0,6,3,0,3,0,1,0,1,0,0,0,0,0,6,2,0,0,4,2,3,0,0,1,0,1,1,11,2,0,7,1,3,3,0,4,0,1,3,2,4,0,5,2,10,21,4,6,0,0,0,2,2,3,0,2,3,5,5,4,1,11,7,1,9,1,12,0,0,0,21,2,2,3,0,0,0,3,3,2,0,1,0,7,5,3,0.0,0.0,0.0,0.0,2013-07-14
2013,29,2,0,1,2,3,1,0,4,0,1,1,13,3,1,2,11,4,0,2,0,7,0,9,3,2,4,0,1,0,1,4,6,0,0,0,2,0,6,0,2,1,0,2,10,2,1,0,2,3,2,0,0,1,1,9,3,15,0,0,20,2,3,5,4,2,0,1,2,4,3,0,10,1,13,11,1,4,0,0,2,10,6,2,0,0,1,6,1,7,0,11,4,1,9,0,18,1,0,0,16,1,7,11,0,0,0,2,7,0,0,1,0,1,2,5,0.0,0.0,0.0,0.0,2013-07-21
2013,30,2,0,1,0,0,0,0,5,0,0,3,11,2,3,1,8,5,1,2,1,2,0,9,0,1,3,0,0,0,1,5,4,0,2,0,3,0,4,0,4,1,0,8,6,2,0,0,3,1,4,0,0,2,0,7,1,5,1,1,15,1,1,5,1,0,2,2,4,1,6,0,3,1,8,12,1,4,0,0,1,8,5,3,0,0,0,6,2,6,0,4,5,0,8,1,13,0,0,0,14,0,1,12,2,0,0,4,3,0,0,0,2,2,0,3,0.0,0.0,0.0,0.0,2013-07-28
2013,31,0,0,3,0,7,1,1,9,0,1,5,11,2,1,0,15,8,1,0,0,3,2,3,2,0,1,1,0,0,1,1,3,1,5,0,2,0,2,0,2,0,0,5,3,1,2,0,5,3,4,0,0,6,2,3,4,5,0,0,12,4,1,6,1,2,0,1,3,2,7,0,4,0,8,10,1,6,0,2,1,4,4,6,0,4,3,2,3,4,0,6,3,0,13,2,7,0,2,1,17,1,5,6,0,0,1,1,10,1,1,2,0,3,5,6,0.0,0.0,0.0,0.0,2013-08-04
2013,32,1,0,4,0,1,0,3,10,0,2,4,10,4,1,0,16,15,0,1,0,1,4,3,3,0,0,0,1,2,0,1,11,1,3,0,0,0,7,0,0,2,0,2,8,2,0,0,6,2,8,0,0,7,4,4,2,7,1,0,10,1,1,3,0,7,0,1,1,1,5,0,1,0,8,15,1,8,0,0,0,7,4,10,0,1,3,6,5,4,0,3,6,1,15,0,20,0,0,0,13,1,2,8,0,0,0,2,6,2,0,1,1,7,5,7,0.0,0.0,0.0,0.0,2013-08-11
2013,33,1,0,1,0,2,0,1,6,0,3,0,4,6,6,0,9,5,0,0,1,7,0,1,1,0,3,0,0,2,2,0,7,0,5,0,0,0,3,0,0,0,2,2,2,0,1,0,3,4,2,0,0,3,1,7,1,5,3,0,9,1,2,2,2,2,0,0,4,0,5,0,2,0,5,15,4,2,0,1,1,2,0,2,0,1,1,3,2,3,0,4,2,1,7,1,9,0,1,1,11,0,4,5,0,0,0,4,4,3,0,1,1,1,2,6,0.0,0.0,0.0,0.0,2013-08-18
2013,34,0,0,0,0,2,0,0,5,0,2,2,8,7,0,0,12,6,0,3,0,2,2,0,2,2,2,0,2,2,2,1,3,0,1,0,1,0,4,0,0,2,1,3,0,0,1,1,1,0,6,0,0,4,0,5,4,2,1,0,2,1,1,2,0,1,0,1,2,4,3,0,8,0,8,8,1,4,0,0,2,7,2,3,0,0,4,1,3,5,1,9,1,1,10,1,8,0,0,0,4,0,7,7,1,0,1,2,3,1,0,2,0,2,4,7,0.0,0.0,0.0,0.0,2013-08-25
2013,35,2,0,3,0,5,1,1,4,0,2,1,7,3,0,0,4,6,0,1,3,0,0,3,0,1,2,0,6,6,1,2,5,0,3,0,2,0,3,0,0,0,0,2,0,1,5,0,9,4,9,0,0,2,1,4,1,9,0,0,8,2,0,2,2,2,0,1,0,2,5,0,3,0,7,9,3,8,0,0,1,2,1,5,0,1,1,1,0,5,1,7,0,0,1,1,6,1,0,0,7,1,1,5,0,1,0,2,3,0,0,1,1,1,5,3,0.0,0.0,0.0,0.0,2013-09-01
2013,36,1,0,2,0,2,0,0,3,0,0,2,2,1,0,0,2,2,2,0,1,0,0,2,0,2,1,0,0,2,1,0,1,0,1,0,0,0,5,0,1,0,1,2,1,0,0,0,4,0,1,0,0,3,0,3,0,6,0,0,1,0,1,3,0,0,0,0,2,0,2,0,3,1,5,6,0,0,0,2,1,2,1,0,0,0,0,1,1,1,0,1,0,0,2,2,2,0,2,0,5,1,3,9,1,0,0,3,1,0,0,2,0,0,0,2,0.0,0.0,0.0,0.0,2013-09-08
2013,37,1,0,3,0,0,0,0,2,0,1,1,7,1,0,0,5,1,1,1,0,0,1,2,1,0,0,0,0,1,1,2,4,0,0,0,0,0,2,0,0,1,0,2,0,1,1,0,2,1,2,0,0,0,0,2,0,1,0,0,4,0,4,1,1,2,0,0,0,0,3,0,1,2,1,3,0,2,0,2,1,3,0,2,0,0,0,1,3,0,0,3,0,0,5,0,2,0,2,5,0,3,6,2,0,0,0,0,1,1,0,3,1,0,4,1,0.0,0.0,0.0,0.0,2013-09-15
2013,38,0,0,1,0,1,0,1,3,0,1,2,4,3,1,0,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,5,1,3,0,0,6,0,3,2,4,0,0,1,1,1,0,1,1,0,0,1,0,2,0,2,0,2,2,1,4,0,1,1,0,0,0,0,0,1,0,1,0,0,3,0,0,7,0,3,0,1,1,1,1,1,3,0,0,0,1,5,0,1,1,1,3,0,2,0.0,0.0,0.0,0.0,2013-09-22
2013,39,0,0,0,0,1,0,1,2,0,4,1,0,1,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,4,0,2,0,0,1,0,0,0,2,0,0,3,1,2,1,0,0,0,0,0,1,2,0,1,0,1,3,0,3,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,2,0,3,0,3,0.0,0.0,0.0,0.0,2013-09-29
2013,40,1,0,0,1,2,0,1,1,0,0,2,1,0,1,0,4,2,1,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,1,1,2,1,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,1,0,2,0,1,1,0,0,0,2,1,2,0,1,0,0,3,4,0.0,0.0,0.0,0.0,2013-10-06
2013,41,1,0,0,0,2,0,0,6,0,0,1,2,2,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,3,1,0,1,1,1,0,4,0,0,0,1,0,1,0,2,1,0,1,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,2013-10-13
2013,42,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,1,3,0,0,2,5,1,1,0,1,0,0,0,0,1,0,1,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2013-10-20
2013,43,0,0,1,0,0,0,0,1,0,2,1,3,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,2013-10-27
2013,44,1,0,1,0,3,0,0,3,0,0,2,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,2013-11-03
2013,45,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2013-11-10
2013,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2013-11-17
2013,47,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2013-11-24
2013,48,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,2013-12-01
2013,49,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2013-12-08
2013,50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,3,0,2,3,0,0,0,0,0,0,1,0,2,0,1,2,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,3,1,0,0.0,0.0,0.0,0.0,2013-12-15
